"","X","ID","duration","gender","age","ager","plz","state","urban","edu","res","s5_5t","att_organic","att_glypho","att_pest","att_smallfarm","att_tech","att_fert","awareness","knowledge","imp_aesth","imp_food","imp_water","imp_recr","imp_flood","imp_drought","imp_climate","imp_soc_climate","imp_soc_food","imp_soc_water","imp_soc_flood","imp_soc_drought","imp_per_climate","imp_per_food","imp_per_water","imp_per_flood","imp_per_drought","exp_flood","exp_drought","resp_pol","resp_con","resp_ret","resp_prod","motive_1","motive_2","motive_3","motive_4","motive_5","motive_6","motive_7","motive_8","motive_9","motive_10","motive_11","motive_12","motive_13","motive_14","motive_15","motive_16","motive_17","motive_18","INS","ICS","member","donation","farmer","livestock","no_ag","empl","income","marital","hh_size","childr","sd7","sys_RespNum","sys_ElapsedTime","q1","q2","q3","q4","q5","q6","q7","q8","q9","BLOCK","sys_pagetime_Random1","sys_pagetime_Random2","sys_pagetime_Random3","sys_pagetime_Random4","sys_pagetime_Fixed1","sys_pagetime_Random5","sys_pagetime_Random6","sys_pagetime_Random7","sys_pagetime_Random8"
"1204",1204,1204,845,1,65,6,"63897","ba",0,"realschule","own_house"," ",5,5,5,5,5,5,5,3,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,0,0,3,4,4,3,4,2,3,1,4,3,2,5,5,3,5,5,3,1,5,3,5,5,7,5,0,1,0,0,1,"housewife_man","3500_5000","divorced_widowed",3,1,NA,943,260,2,2,1,1,2,2,1,1,2,13,39,17,30,20,19,22,31,13,12
"1205",1205,1205,1154,0,51,5,"35792","he",1,"fachabitur","rented_house"," ",4,4,4,5,4,4,3,3,3,4,5,3,4,5,5,5,4,5,4,5,5,4,5,3,4,0,0,4,4,4,4,3,2,2,3,3,2,3,4,4,3,4,3,4,4,4,3,5,4,4,5,0,0,0,0,1,"fulltime","2500_3500","married",3,2,NA,1440,157,1,2,1,1,1,1,2,2,2,30,20,9,27,23,23,9,17,8,5
"1206",1206,1206,555,0,55,5,"66706","sl",1,"hauptschule","own_house"," ",5,5,5,5,4,5,5,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,5,5,5,5,3,5,1,2,5,5,5,3,5,1,1,5,5,5,5,5,3,0,0,0,0,1,"fulltime","2000_2500","married",3,1,NA,942,140,1,2,1,1,1,2,2,1,2,12,33,14,16,9,11,11,6,16,5
"1207",1207,1207,720,0,66,6,"44894","nw",1,"university","own_house"," ",4,5,5,5,4,4,3,2,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,5,5,5,5,5,3,3,3,3,3,4,5,4,3,3,4,4,3,4,4,5,5,4,4,0,0,0,0,1,"retired","5000_above","married",2,1,NA,46,170,1,1,2,1,2,2,2,2,1,16,36,16,36,9,10,9,8,19,14
"1208",1208,1208,1184,0,33,3,"65343","he",0,"hauptschule","rented_flat"," ",4,3,4,4,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,3,3,3,4,4,2,3,3,3,4,3,3,3,3,2,2,4,4,4,4,4,2,0,0,0,0,1,"parttime","2500_3500","single",2,1,NA,836,308,2,2,2,2,2,2,2,2,2,26,30,9,18,10,33,11,16,7,94
"1209",1209,1209,844,0,49,4,"69207","bw",1,"realschule","rented_flat"," ",5,5,4,0,0,0,2,1,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,4,2,2,2,3,0,2,4,4,4,3,4,4,3,3,4,2,4,4,5,4,0,0,0,0,1,"fulltime","2500_3500","divorced_widowed",1,NA,NA,391,229,2,2,1,2,1,1,1,1,2,1,44,24,35,12,22,35,10,11,16
"1210",1210,1210,792,1,42,4,"46238","nw",1,"hauptschule","rented_flat"," ",0,5,5,5,4,4,1,1,4,5,5,4,4,5,4,5,4,5,4,4,4,4,5,4,4,0,0,4,4,4,3,4,3,2,5,3,2,4,3,4,3,3,0,4,4,4,3,3,5,4,3,0,0,0,0,1,"unemployed","1000_1500","single",2,1,NA,312,185,2,2,1,1,1,1,2,2,2,12,37,15,18,21,9,8,11,21,10
"1211",1211,1211,1081,1,45,4,"06712","st",1,"realschule","rented_flat"," ",5,5,5,5,5,5,5,3,3,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,4,4,5,4,3,4,5,5,4,5,5,4,5,5,5,5,5,7,1,1,1,1,1,0,"fulltime","1500_2000","married",4,3,NA,729,67,1,2,2,2,1,1,2,2,2,9,15,7,9,4,4,3,3,9,5
"1212",1212,1212,310,1,23,2,"42655","nw",1,"realschule","rented_flat"," ",4,4,2,3,3,3,3,3,3,3,4,3,4,2,4,4,4,4,4,3,4,4,3,4,5,0,0,3,3,4,3,4,3,4,5,5,3,4,4,5,4,4,4,5,4,5,5,3,5,3,3,0,0,0,0,1,"fulltime","2000_2500","single",1,NA,NA,1179,102,3,1,2,1,2,2,1,2,2,9,17,9,22,22,5,5,4,4,4
"1213",1213,1213,918,1,59,5,"85774","ba",1,"realschule","own_flat"," ",3,5,4,4,4,3,2,1,4,5,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,0,0,4,3,4,3,2,3,2,3,3,2,4,3,3,3,3,3,2,3,4,3,4,3,5,3,0,0,0,0,1,"parttime","1000_1500","married",2,1,NA,80,248,2,2,2,2,1,1,2,1,1,20,40,12,33,52,14,10,23,13,13
"1214",1214,1214,652,1,47,4,"25421","sh",1,"realschule","own_flat"," ",4,5,4,5,2,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,3,3,3,2,3,3,2,5,5,4,3,5,5,5,2,5,1,4,5,5,4,0,0,0,0,1,"fulltime","2500_3500","divorced_widowed",3,2,NA,661,69,3,1,1,1,1,1,1,1,2,1,7,16,5,3,4,3,6,4,5
"1215",1215,1215,859,1,57,5,"48455","ni",0,"realschule","own_house"," ",3,4,4,3,3,3,1,1,5,4,5,4,4,4,4,4,4,5,4,4,4,4,5,4,4,0,0,3,3,3,4,4,3,3,2,2,3,2,3,3,3,3,2,4,2,3,4,2,4,4,3,0,0,0,0,1,"housewife_man","below_1000","married",2,1,NA,752,190,1,2,2,2,1,2,1,2,1,2,132,9,11,13,10,8,5,12,14
"1216",1216,1216,770,0,34,3,"12687","be",1,"realschule","rented_flat"," ",3,0,4,4,3,3,3,2,3,4,5,4,4,4,4,4,4,5,4,4,4,4,5,4,4,0,3,4,4,4,4,2,3,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,4,5,4,0,0,0,0,1,"unemployed","1500_2000","married",4,3,NA,43,215,2,1,2,1,2,1,2,1,2,13,65,27,25,18,13,16,16,15,10
"1217",1217,1217,805,1,59,5,"51469","nw",1,"realschule","own_house"," ",5,5,5,5,0,5,3,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,1,3,1,5,5,1,1,3,3,3,3,4,3,1,5,2,5,5,6,4,0,0,0,0,1,"housewife_man","2500_3500","married",5,2,NA,971,236,1,1,2,2,1,1,1,2,2,11,47,26,25,13,11,12,10,18,9
"1218",1218,1218,748,0,59,5,"39288","st",0,"university","rented_flat"," ",5,5,5,5,3,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,4,4,5,1,3,1,3,4,3,1,4,4,4,1,5,5,5,3,3,3,5,5,7,4,0,0,0,0,1,"unemployed","1000_1500","single",1,NA,NA,1574,255,1,1,2,2,1,1,2,2,1,14,24,10,11,16,59,13,11,15,11
"1219",1219,1219,404,1,64,6,"82481","ba",1,"hauptschule","own_flat"," ",5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,0,0,5,5,5,5,5,5,1,1,5,2,1,4,4,1,3,3,1,1,2,2,4,4,3,3,0,0,0,0,1,"retired","below_1000","married",2,1,NA,285,78,1,2,2,1,1,1,2,1,2,15,23,3,3,4,11,5,5,12,4
"1220",1220,1220,1185,0,69,6,"64572","he",1,"university","own_house"," ",3,5,5,5,3,5,3,2,4,4,5,3,3,4,4,4,4,5,3,4,4,4,5,3,3,0,1,5,3,5,4,3,2,3,2,3,2,3,4,4,2,3,4,3,2,4,2,3,4,5,3,0,0,0,0,1,"retired","2500_3500","partnership",2,1,NA,8,341,1,1,1,1,1,1,2,2,1,8,65,48,28,18,22,32,22,27,20
"1221",1221,1221,918,1,50,5,"38259","ni",1,"realschule","rented_flat"," ",5,5,5,5,3,5,3,2,5,5,5,5,3,5,4,4,5,5,5,5,5,5,5,5,5,0,3,5,2,4,3,4,1,3,4,3,3,3,3,3,4,3,4,3,4,4,4,5,5,5,3,0,0,0,0,1,"parttime","2000_2500","married",2,1,NA,1078,192,2,2,2,2,1,2,1,2,2,28,41,24,23,12,17,8,21,13,13
"1222",1222,1222,1249,1,63,6,"29221","ni",0,"realschule","own_flat"," ",4,4,4,4,3,3,3,2,3,3,4,4,3,3,3,3,4,5,4,4,4,4,5,5,5,0,0,5,1,5,1,0,3,4,5,1,3,0,0,0,2,0,3,2,3,3,0,3,4,3,4,0,0,0,0,1,"fulltime","2500_3500","married",2,1,NA,782,277,2,1,2,1,1,3,3,3,1,2,66,28,22,40,19,23,19,18,15
"1223",1223,1223,476,0,50,5,"15806","bb",1,"fachabitur","own_house"," ",4,5,5,5,3,5,3,2,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,4,5,1,1,2,0,3,3,4,4,5,4,4,3,4,3,5,4,5,4,7,7,0,0,0,0,1,"fulltime","2500_3500","married",2,1,NA,279,139,2,2,1,2,1,1,2,1,2,9,30,17,11,15,11,10,7,10,8
"1224",1224,1224,763,1,39,3,"09638","sn",1,"abitur","own_house"," ",1,5,3,5,3,1,4,4,4,4,5,4,4,5,3,4,4,5,5,5,4,3,4,2,4,2,1,3,2,3,3,4,4,4,5,4,3,2,3,3,5,3,4,1,3,3,2,3,3,4,3,0,0,0,1,0,"housewife_man","1000_1500","married",4,3,NA,1470,214,3,3,1,3,3,3,3,2,3,30,40,25,20,11,10,14,15,25,7
"1225",1225,1225,647,1,47,4,"74523","bw",1,"realschule","rented_flat"," ",3,5,5,4,5,5,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,0,3,4,5,5,3,1,2,1,5,4,2,5,5,5,2,5,4,4,1,4,2,5,5,7,3,0,0,0,0,1,"parttime","below_1000","divorced_widowed",2,1,NA,914,166,2,1,1,2,1,1,1,1,1,14,16,13,12,9,15,8,10,17,9
"1226",1226,1226,482,1,55,5,"15232","bb",0,"polyt_oberschule","rented_flat"," ",4,5,5,5,4,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,4,5,3,4,5,4,5,3,4,4,4,4,4,4,3,3,5,4,5,5,6,6,0,0,0,0,1,"parttime","1000_1500","married",2,1,NA,1217,117,1,1,1,1,1,1,1,2,1,17,19,15,25,5,6,13,5,9,9
"1227",1227,1227,388,1,50,5,"67227","rp",1,"realschule","own_flat"," ",5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,3,5,2,1,5,5,5,5,3,5,5,1,5,5,5,5,5,2,4,0,0,0,0,1,"parttime","below_1000","married",2,1,NA,1021,65,1,1,1,1,1,3,3,1,3,1,20,9,3,4,3,5,3,4,3
"1228",1228,1228,821,0,55,5,"27211","ni",0,"realschule","own_house"," ",5,4,4,2,3,4,2,2,4,5,5,4,5,5,5,4,5,5,4,5,4,5,5,5,5,0,0,5,4,4,4,1,3,4,3,2,4,4,4,4,3,3,4,4,3,5,3,3,4,4,3,0,0,0,0,1,"parttime","2500_3500","married",2,1,NA,71,199,2,2,1,1,1,1,1,1,2,11,29,17,18,18,12,10,13,15,16
"1229",1229,1229,697,0,34,3,"14552","bb",0,"realschule","rented_house"," ",4,5,5,5,5,5,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,0,0,3,4,5,4,2,2,4,3,3,3,4,4,4,5,4,5,3,3,5,4,4,5,7,7,0,1,0,0,1,"parttime","1500_2000","single",3,1,NA,200,96,2,2,3,1,2,1,3,2,3,20,22,7,5,4,4,4,5,7,4
"1230",1230,1230,857,0,68,6,"19357","mv",1,"polyt_oberschule","own_house"," ",4,3,3,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,2,4,3,4,2,2,4,3,4,3,2,3,3,2,3,3,2,2,4,4,3,4,7,6,0,0,0,0,1,"retired","1500_2000","married",2,1,NA,1185,263,3,3,3,3,3,3,1,3,3,15,61,23,22,19,18,19,38,18,18
"1231",1231,1231,800,0,54,5,"28197","hb",1,"hauptschule","rented_flat"," ",5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,3,3,5,3,3,3,5,5,5,3,5,5,3,5,3,3,5,5,7,4,0,0,0,0,1,"retired","below_1000","divorced_widowed",1,NA,NA,1026,233,2,3,3,3,2,2,3,1,2,6,54,22,20,18,7,17,8,14,7
"1233",1233,1233,645,0,66,6,"14059","be",1,"hauptschule","rented_flat"," ",3,3,3,5,3,3,3,3,5,4,5,4,4,4,3,3,5,5,5,4,4,4,4,4,4,0,0,4,4,3,4,3,3,5,3,5,3,3,3,3,1,3,3,3,2,3,4,2,5,5,5,0,0,0,0,1,"retired","1500_2000","single",1,NA,NA,1025,136,3,2,2,2,1,3,2,1,2,5,17,19,11,8,10,13,11,11,12
"1234",1234,1234,312,0,54,5,"34121","he",1,"realschule","rented_flat"," ",4,5,4,4,4,4,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,4,3,7,4,0,0,0,0,1,"fulltime","2000_2500","married",2,1,NA,405,80,2,2,1,1,1,2,2,1,1,15,20,6,8,4,4,5,5,11,7
"1236",1236,1236,713,0,38,3,"14770","bb",0,"fachabitur","rented_flat"," ",5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,0,0,3,4,3,4,4,4,4,4,3,3,3,4,3,4,5,4,3,4,4,4,4,4,7,7,1,1,1,0,0,"fulltime","3500_5000","married",3,2,NA,1142,178,2,1,2,2,1,2,1,2,1,2,46,14,13,15,14,11,8,19,14
"1237",1237,1237,743,0,68,6,"12163","be",1,"realschule","rented_flat"," ",3,4,5,4,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,0,0,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,0,0,0,0,1,"retired","2000_2500","married",2,1,NA,506,202,1,2,2,1,1,2,2,2,2,26,71,24,24,19,16,8,8,10,9
"1238",1238,1238,1453,0,63,6,"98617","th",0,"polyt_oberschule","rented_flat"," ",3,5,3,4,3,5,3,2,3,5,5,4,5,5,5,4,5,5,3,5,4,5,5,3,5,0,0,5,5,4,4,4,3,5,3,3,3,2,3,3,3,3,3,1,1,5,3,4,4,5,6,0,1,0,0,1,"retired","1000_1500","divorced_widowed",1,NA,NA,414,371,2,2,1,2,1,2,1,1,1,24,109,20,26,19,21,24,28,31,28
"1239",1239,1239,521,1,34,3,"22043","hh",1,"realschule","rented_flat"," ",5,5,5,5,3,3,3,2,3,4,5,3,5,5,4,0,0,0,0,0,4,4,5,5,5,0,0,5,5,5,4,5,4,5,3,4,0,2,4,3,3,5,5,0,3,4,3,3,5,6,1,0,0,0,0,1,"parttime","below_1000","single",1,NA,NA,579,129,2,2,1,2,1,1,2,1,2,9,31,15,12,9,13,6,7,7,4
"1240",1240,1240,810,1,58,5,"90443","ba",1,"realschule","rented_flat"," ",5,3,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,1,0,5,5,3,5,3,4,5,5,5,5,3,3,5,3,1,1,1,3,3,5,1,3,7,4,0,0,0,0,1,"parttime","1500_2000","married",2,1,NA,199,269,2,1,2,1,1,1,2,1,1,19,48,30,15,15,29,20,28,43,20
"1241",1241,1241,529,1,46,4,"24109","sh",1,"realschule","rented_house"," ",5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,1,0,"parttime","1500_2000","divorced_widowed",2,2,NA,89,145,1,1,1,1,1,1,1,1,2,29,62,39,5,4,3,5,5,3,6
"1242",1242,1242,526,0,49,4,"49090","ni",1,"realschule","rented_flat"," ",3,5,5,5,2,4,3,2,4,3,5,3,3,4,4,4,3,5,3,4,5,2,5,3,4,0,0,4,3,3,3,2,3,2,5,4,3,3,3,1,2,3,3,2,2,4,2,4,4,3,1,0,0,0,0,1,"fulltime","1000_1500","single",1,NA,NA,380,166,1,1,2,2,1,1,1,1,1,20,47,15,16,15,11,19,14,9,8
"1243",1243,1243,848,0,29,2,"10178","be",1,"fachabitur","rented_flat"," ",5,5,4,4,4,5,5,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,4,5,4,1,1,1,1,1,1,5,5,5,1,5,5,5,5,5,5,4,5,7,7,0,1,0,0,1,"fulltime","2500_3500","married",3,2,NA,9,392,2,1,1,1,2,2,1,1,2,9,74,55,33,19,39,44,19,22,19
"1244",1244,1244,738,1,57,5,"75056","bw",1,"realschule","own_house"," ",5,5,5,5,5,5,4,2,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,4,5,0,3,5,5,4,5,2,3,4,5,2,5,5,3,5,3,3,3,3,3,5,1,5,5,5,4,0,0,0,0,1,"parttime","2500_3500","married",2,1,NA,1074,299,2,2,2,2,1,2,1,1,2,24,123,28,19,23,17,16,17,17,12
"1245",1245,1245,814,1,27,2,"75038","bw",1,"realschule","own_house"," ",3,5,5,4,4,4,2,2,3,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,1,3,3,4,5,5,5,5,5,4,3,4,3,5,3,3,2,5,5,3,5,5,4,1,0,0,0,0,1,"unemployed","below_1000","single",3,1,NA,780,179,1,1,1,1,1,1,2,3,3,30,50,41,17,14,15,9,7,6,7
"1246",1246,1246,515,0,51,5,"71522","bw",1,"hauptschule","rented_flat"," ",5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,1,3,3,5,5,1,5,5,5,3,3,3,5,1,5,5,1,5,7,2,0,0,0,0,1,"retired","1000_1500","single",1,NA,NA,1096,170,1,1,2,1,2,2,2,2,2,16,23,7,16,8,7,13,15,21,14
"1247",1247,1247,602,1,43,4,"53859","nw",1,"realschule","rented_flat"," ",4,5,5,5,3,4,3,2,4,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,0,0,2,3,4,4,4,3,3,4,5,4,4,3,4,3,4,4,3,4,3,4,4,5,1,1,0,0,0,0,1,"fulltime","2500_3500","married",2,1,NA,420,196,1,1,1,1,1,1,1,2,1,30,42,32,20,11,15,20,21,11,14
"1248",1248,1248,627,0,37,3,"45326","nw",1,"abitur","rented_flat"," ",0,0,0,0,0,0,1,1,5,5,5,4,5,5,3,5,5,5,5,5,0,5,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"fulltime","1500_2000","married",4,3,NA,142,85,3,3,3,3,3,3,3,3,3,22,29,5,5,5,4,9,5,5,5
"1249",1249,1249,488,0,48,4,"25821","sh",1,"polyt_oberschule","own_house"," ",4,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,3,5,5,5,5,3,3,4,3,4,4,4,4,4,3,3,4,3,3,4,4,4,4,3,3,0,0,0,0,1,"fulltime","2500_3500","married",4,3,NA,502,85,1,2,2,2,2,1,1,2,2,22,29,11,4,4,4,4,7,10,6
"1250",1250,1250,393,0,27,2,"24114","sh",1,"realschule","own_flat"," ",5,5,5,5,5,0,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,5,5,5,5,1,1,1,1,1,1,4,5,1,5,5,1,3,1,5,5,3,5,3,3,0,0,0,0,1,"fulltime","2500_3500","partnership",2,1,NA,600,104,2,1,1,3,1,1,1,2,2,30,21,23,9,6,4,4,11,5,9
"1251",1251,1251,758,1,58,5,"51515","nw",1,"realschule","own_flat"," ",5,5,4,4,0,4,3,2,4,5,5,4,3,3,4,5,5,5,5,5,5,5,5,4,5,0,3,4,3,4,4,3,3,4,3,4,2,4,4,4,3,4,4,3,2,4,2,5,5,4,3,0,0,0,0,1,"parttime","2000_2500","married",3,1,NA,1135,282,1,1,2,1,1,2,1,2,2,25,48,63,20,20,30,15,19,26,8
"1252",1252,1252,609,1,62,6,"31141","ni",1,"realschule","own_house"," ",5,5,5,5,5,5,3,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,4,4,4,4,4,4,4,5,3,5,4,4,5,3,4,3,3,3,4,4,4,5,6,1,0,0,0,0,1,"retired","2000_2500","married",2,1,NA,413,222,2,1,2,2,1,1,2,1,2,23,38,26,23,18,15,10,13,18,21
"1253",1253,1253,952,0,57,5,"87784","ba",1,"realschule","own_house"," ",3,5,4,3,0,4,5,3,4,5,5,3,5,5,3,4,4,5,5,5,4,5,5,5,5,3,0,5,5,5,5,2,2,3,3,0,3,3,4,4,3,4,4,2,4,4,2,3,3,7,4,0,0,0,1,0,"fulltime","5000_above","married",2,1,NA,370,262,1,1,2,1,1,1,2,2,2,10,59,32,17,17,19,16,14,15,12
"1254",1254,1254,1172,1,52,5,"77746","bw",1,"realschule","rented_flat"," ",5,5,5,5,4,4,5,3,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,0,5,5,5,5,2,2,2,4,4,1,4,5,5,2,4,4,5,4,5,4,4,5,6,2,0,0,0,0,1,"fulltime","1500_2000","divorced_widowed",1,NA,NA,795,419,1,1,1,1,1,1,1,2,1,15,60,59,32,56,36,51,24,22,28
"1255",1255,1255,1095,0,65,6,"97720","ba",0,"fachabitur","rented_flat"," ",5,4,5,5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,3,2,5,5,5,5,1,1,1,1,3,1,5,5,5,2,5,5,5,3,5,2,5,5,7,4,0,1,0,0,1,"retired","2000_2500","divorced_widowed",1,NA,NA,622,262,2,1,1,1,2,2,1,2,2,22,85,20,16,17,12,9,6,12,11
"1256",1256,1256,648,1,67,6,"73257","bw",1,"realschule","own_house"," ",4,5,5,5,4,4,5,4,2,5,5,3,5,5,3,4,4,5,2,5,4,4,5,4,5,0,0,5,5,5,4,3,3,3,3,4,3,4,3,3,3,3,3,3,3,5,3,3,3,6,1,0,0,0,0,1,"retired","2500_3500","married",3,1,NA,1230,247,1,2,1,1,1,1,2,2,2,30,34,25,24,27,19,19,15,18,15
"1257",1257,1257,393,0,32,3,"30655","ni",1,"fachabitur","rented_flat"," ",5,5,5,5,1,5,3,2,3,5,5,3,5,5,5,4,5,5,4,4,4,5,5,3,3,0,0,5,5,5,4,1,1,1,5,1,0,4,4,5,2,4,4,4,1,5,1,5,5,4,2,0,1,0,0,1,"fulltime","3500_5000","married",2,1,NA,845,90,1,2,2,2,1,1,2,2,1,5,29,10,5,2,4,9,4,5,3
"1258",1258,1258,785,0,66,6,"45357","nw",1,"no_graduation","rented_flat"," ",3,5,5,5,2,5,3,1,5,3,5,5,2,4,3,2,3,5,3,2,3,3,5,3,3,0,0,1,3,1,3,4,5,5,1,5,0,1,3,4,3,1,1,1,1,5,0,5,5,1,7,0,0,0,0,1,"retired","below_1000","single",1,NA,NA,1181,144,1,1,3,3,3,1,1,3,3,11,34,11,19,12,14,6,7,14,10
"1259",1259,1259,609,0,36,3,"76137","bw",1,"abitur","own_house"," ",4,3,5,5,5,4,5,3,5,4,4,4,5,4,5,5,5,4,5,5,5,5,4,4,5,0,0,5,5,5,5,5,5,4,3,4,5,4,5,4,4,5,5,4,4,5,4,5,5,1,5,0,1,1,0,0,"fulltime","3500_5000","married",3,2,NA,443,87,1,2,1,2,2,1,2,1,2,23,15,4,3,15,6,7,10,3,4
"1260",1260,1260,2767,1,43,4,"60316","he",1,"university","own_flat"," ",5,5,5,4,5,5,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,0,3,4,2,3,5,3,3,5,3,3,2,3,3,5,4,5,5,4,4,5,3,5,5,5,6,0,0,0,0,1,"fulltime","2500_3500","single",1,NA,NA,1498,429,1,1,2,2,1,2,2,1,2,28,89,11,20,15,61,14,12,12,180
"1261",1261,1261,574,1,45,4,"92637","ba",1,"hauptschule","rented_house"," ",3,3,2,5,4,3,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,3,0,3,4,4,3,3,0,0,3,3,3,3,0,4,3,0,0,1,6,0,0,0,0,1,"parttime","5000_above","married",4,1,NA,109,113,2,1,1,2,1,1,1,1,2,19,55,8,8,6,5,5,4,9,4
"1262",1262,1262,668,1,62,6,"25926","sh",1,"polyt_oberschule","rented_house"," ",3,5,5,5,3,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,4,4,5,5,1,5,3,3,3,3,3,5,3,2,4,5,3,2,5,1,3,5,5,4,0,0,0,0,1,"parttime","2000_2500","married",2,1,NA,607,195,2,1,1,2,2,1,1,1,2,7,35,22,23,12,16,13,15,15,23
"1263",1263,1263,590,1,36,3,"66955","rp",1,"fachabitur","own_house"," ",5,4,5,4,4,4,3,2,2,4,5,2,4,5,5,5,4,5,4,5,5,3,5,3,5,0,3,4,5,3,4,1,1,1,1,1,3,4,4,4,2,3,4,4,2,5,4,5,5,4,4,0,0,0,0,1,"fulltime","2000_2500","single",1,NA,NA,1398,179,1,2,1,1,1,1,1,2,2,18,31,16,14,13,12,9,20,20,8
"1264",1264,1264,764,0,53,5,"38300","ni",1,"hauptschule","rented_flat"," ",4,5,4,5,4,3,2,1,3,4,5,3,5,4,4,5,4,5,5,3,3,3,5,4,3,0,0,5,3,4,3,5,1,3,4,1,3,2,4,3,1,3,3,3,2,5,2,4,4,3,2,0,0,0,0,1,"parttime","1000_1500","single",1,NA,NA,1064,192,2,1,2,1,3,2,2,2,1,14,32,13,16,21,9,10,10,27,7
"1265",1265,1265,1199,1,23,2,"82362","ba",0,"university","rented_flat"," ",4,5,5,5,3,4,2,1,3,4,5,4,4,4,4,4,5,5,4,4,5,4,5,4,4,0,0,5,4,5,4,1,2,3,2,0,2,4,4,3,2,0,3,4,3,5,1,5,5,5,3,0,0,1,0,0,"fulltime","2000_2500","partnership",2,1,NA,1628,171,1,1,1,1,1,1,2,2,1,8,16,13,19,14,13,12,15,14,40
"1266",1266,1266,802,1,25,2,"94227","ba",0,"university","own_flat"," ",3,5,3,4,2,4,3,2,5,5,5,5,4,4,3,4,5,5,5,5,2,5,5,2,3,2,0,4,4,3,4,3,4,5,5,3,5,2,2,1,4,2,1,1,2,3,4,2,5,5,1,0,0,0,0,1,"parttime","1500_2000","partnership",2,1,NA,1616,146,1,2,2,2,1,3,2,2,3,26,21,9,14,20,14,8,13,11,7
"1267",1267,1267,1041,1,23,2,"78166","bw",0,"abitur","rented_flat"," ",5,4,5,4,3,5,3,2,3,5,5,4,4,4,4,4,5,4,4,4,3,5,5,3,3,0,3,5,3,4,5,1,3,1,4,3,2,4,3,3,3,3,3,3,3,5,3,5,3,4,3,0,1,0,0,1,"student","below_1000","single",1,NA,NA,1591,190,2,1,1,1,1,1,1,1,2,1,30,24,20,12,8,15,12,14,14
